reaction_id	kegg_orthologs	kegg_ec
R09957	K05296	1.1.1.51
R04500		
R10445	K17825	1.14.11.38
R00993		1.2.3.-
R03198		1.2.1.33
R08244	K01951	6.3.5.2
R04583		2.4.3.8
R07277	K14271	2.6.1.80
R02244	K22002,K22003	5.3.3.7
R08628	K01703,K21359	4.2.1.170
R08619	K15741,K15742	2.3.3.17
R10593		1.3.1.105
R05164	K13677	2.4.1.208
R11396	K00979	2.7.7.90
R12683		1.17.99.9
R10404	K17462	2.1.1.-
R05950	K03369	2.4.99.-
R02447		2.3.1.220
R07075	K07415	1.14.14.-
R09639		2.5.1.94
R08197	K12252	2.6.1.84
R04398		2.1.1.88
R06699	K15968	4.2.1.154
R10197		2.1.1.263
R04787	K02293,K10027,K15745	1.3.5.5,1.3.99.28,1.3.99.29,1.3.99.30,1.3.99.31
R04858	K00558,K17398,K17399	2.1.1.37
R12512		1.14.13.247
R12649		2.7.8.28
R01442		1.1.99.18
R01229	K00760,K00769,K03816,K15780,K19836	2.4.2.8,2.4.2.22
R05917	K03434	3.5.1.89
R05357	K12676	3.5.3.22
R08660	K11819	4.4.1.-
R10439		2.4.1.308
R08973	K13230	2.1.1.241
R11226	K10960	1.3.1.111
R10852	K16066	1.1.1.381
R07597		3.3.2.11
R08603	K03336	3.7.1.22
R09412	K15303	
R02666		1.10.3.5
R10075		1.3.1.92
R07686		
R01976	K00074	1.1.1.157
R02934		2.7.1.77
R07201		1.14.13.92
R04549	K03269,K09949	3.6.1.54
R11676		1.1.1.436
R10823	K10747	6.5.1.7
R12083		1.14.20.12
R12661		3.1.3.-
R06526	K04713	1.14.18.5
R06333		
R08718	K12311,K12312	3.2.1.24
R02786	K05362	6.3.2.7
R12013		1.14.19.55
R08126		
R06115		3.2.1.122
R03631		6.2.1.24
R05172		3.5.3.21
R10171	K20503	2.3.1.206
R00097		
R11650		1.14.14.43
R10761	K18684	4.2.1.152
R08151	K10718	2.1.1.325
R12499	K24000	
R08096	K13774,K13775	1.2.1.-
R12291	K00577,K00578,K00579,K00580,K00581,K00582,K00583,K00584	2.1.1.86
R08859		2.4.1.210
R11836		4.2.3.171
R02957	K00128,K00149,K14085	1.2.1.3
R10709	K12502,K18534	2.1.1.295
R04291		2.7.8.17
R03461	K18613	4.1.1.51
R07442	K12355	1.2.1.68
R08735	K10214	1.17.99.3
R04212	K02433,K02434,K02435	6.3.5.6
R07895	K00632,K07513	2.3.1.16
R09160		1.14.12.-
R03473		2.7.7.42
R10495		6.3.2.40
R05749		4.3.3.4
R07347		1.1.99.29
R10563	K18107	1.1.1.372
R09822	K21540	2.1.1.238
R09604	K15814	1.14.14.134
R05922	K05286	2.4.1.-
R12262	K23157,K23158	2.1.1.352
R03710		2.4.1.114
R06485	K14375	2.4.1.-
R08924		6.4.1.3
R07298		3.1.3.21
R03969		3.1.3.28
R12406		1.1.1.170
R03166		
R03590	K13077	1.14.20.5
R09613		2.1.1.169,2.1.1.175
R10902	K06914	6.3.4.24
R08893	K13549	1.1.99.38
R12461		1.14.11.67
R01315	K01047,K01058,K14621,K14674,K16342,K16343,K16817	3.1.1.4
R05288	K15757,K15758	1.14.15.26
R08180	K01068	3.1.2.2
R08450		
R07727	K15055	1.7.1.-
R11000		1.14.14.129
R11197	K20218	1.14.13.-
R03896	K01703,K01704	4.2.1.35
R01079		1.1.1.115
R08204	K13600	1.14.13.122
R04249		1.1.99.-
R12052	K22801	1.14.13.-
R11922	K21059	6.2.1.51
R03454		3.1.3.59
R06229		2.7.1.201
R07218	K10223	1.14.99.38
R07914		2.4.1.249
R03231	K00833,K19562	2.6.1.62
R08405		2.7.1.61
R10282	K17911	5.2.1.14
R11570		
R01080	K01240,K01250,K10213,K12700,K25589	3.2.2.3,3.2.2.8
R07636		4.6.1.15
R10446		1.14.11.39
R06531	K16651	2.7.1.177
R00834		1.1.1.200
R11201	K00181	2.3.1.250
R05066	K00020,K23146	1.1.1.31
R02092	K01510,K14641,K14642	3.6.1.5
R00239	K00931,K12657	2.7.2.11
R05605	K01625,K11395,K17463	4.1.2.14,4.1.2.55
R08956	K13063,K20159,K21175	2.6.1.86
R09368		
R00995		4.1.1.112
R03050	K01652,K01653	2.2.1.6
R09886	K14181	4.2.3.86
R03588		2.4.1.81
R03882		1.3.1.47
R05734		1.14.18.9
R10379	K18393	1.14.13.-
R03422		3.1.4.37
R03708		3.1.1.25
R00248	K00261,K00262,K00265,K00266	1.4.1.3,1.4.1.4,1.4.1.13
R04355	K00647,K00665,K00667,K09458,K11533	2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179,2.3.1.-
R02164	K00233,K00234,K00235,K00236,K00237,K00239,K00240,K00241,K00242,K00244,K00245,K00246,K00247,K18859,K18860,K25801,K25995,K25996	1.3.5.1
R05972	K03842	2.4.1.142
R03861		2.3.1.132
R03356		2.4.2.33
R07121		3.3.2.-
R11140		2.4.1.334
R03842	K21692	1.14.14.97
R11042	K19857	
R05996		3.2.1.18
R04136		1.1.1.97
R12038	K08256	2.4.1.345
R08507		
R01717	K01851,K02361,K02552,K14759	5.4.4.2
R01146	K14028,K14029,K23995	1.1.2.7,1.1.2.10
R03450		3.1.3.43
R11717	K22130	4.1.1.104
R10062		2.1.1.162
R11765	K00287,K03793	1.5.1.3,1.5.1.33
R08087	K13774,K13775	1.2.1.-
R12302		1.13.11.88
R02884		2.7.11.17
R10186	K06162	3.6.1.63
R12183		2.5.1.17
R07600	K00166,K00167,K11381	1.2.4.4
R03326	K00513	1.14.14.16
R04394	K02753,K02777	2.7.1.-
R02143	K01239	3.2.2.1
R11115		
R09874	K16086	3.1.7.10
R10494		4.2.99.22
R12046	K22772	2.4.1.159
R08557	K11440	1.1.1.1
R11535	K21056	2.7.1.212
R07413	K01213,K22933	3.2.1.67
R09112		1.14.13.-
R07894	K10527	1.1.1.35,1.1.1.211
R04277	K10221	3.1.1.57
R07118		
R09539		4.1.1.91
R12390	K23518	3.1.1.106
R03719	K08764	2.3.1.176
R09124	K14082,K14083,K14084	2.1.1.247,2.1.1.250
R01347	K00496	1.14.15.3
R06309	K12924	1.14.14.105
R11524	K21140	3.13.1.6
R12988	K00106	1.17.1.4
R04138	K01968,K01969	6.4.1.4
R12443	K23891	2.1.1.-
R00936	K00287,K13938,K13998,K18589,K18590,K18591,K19643,K19644,K19645	1.5.1.3
R09771	K03273	3.1.3.83
R01058	K00131,K18978	1.2.1.9,1.2.1.90
R10516		1.2.7.11
R03812	K12692	1.14.11.11
R02467	K10712	1.13.11.19
R11202	K19882	3.1.1.98
R09984		1.1.1.322
R05409	K15253	1.13.11.-
R02261	K12660,K18339	4.1.2.53
R04035	K01523,K11755,K14152	3.6.1.31
R01289		4.2.1.22
R11945	K00330,K00331,K00332,K00333,K00334,K00335,K00336,K00337,K00338,K00339,K00340,K00341,K00342,K00343,K03878,K03879,K03880,K03881,K03882,K03883,K03884,K03934,K03935,K03936,K03940,K03941,K03942,K03943,K05572,K05573,K05574,K05575,K05576,K05577,K05578,K05579,K05580,K05581,K05582,K05583,K05584,K05585,K05586,K05587,K05588,K13378,K13380,K15863	7.1.1.2
R01446	K07248,K19266	1.2.1.22
R04443		
R08152	K10719	
R02733	K05823	3.5.1.47
R05449	K15245,K15246,K24293	1.14.14.173
R08175	K01068	3.1.2.2
R10423		1.1.1.50,1.1.1.213,1.1.1.357
R07665		1.14.13.-
R11528	K04487,K11717	2.8.1.7
R03652	K01886	6.1.1.18
R01359	K01034,K01035,K19709	2.8.3.8
R00653		3.5.1.31
R08712		2.3.1.185
R12630		1.3.1.124
R10486	K06896	3.1.3.90
R05286	K00128	1.2.1.3
R08623	K15741,K15742	2.3.3.17
R05845		
R11386		1.14.13.222
R01341		1.1.3.15
R12838		
R06016	K03714	2.4.2.38
R03591	K03378	1.1.1.218
R04672	K01652,K01653,K11258	2.2.1.6
R05290	K05549,K05550,K05784	1.14.12.-
R01343		2.6.1.13
R06320		
R08891	K13547	2.6.1.101
R01383	K00699	2.4.1.17
R06869	K05929	2.1.1.103
R04198	K00215	1.17.1.8
R09351	K15964	2.4.1.-
R06703	K15971	2.1.1.-
R00381	K01971,K07468,K10747,K10776,K10777	6.5.1.1,6.5.1.6,6.5.1.7
R10361	K18389	
R02262	K01628	4.1.2.17
R04033		2.1.1.28
R06179		2.4.1.129
R02598		3.1.4.40
R08746		
R00510	K06966	3.2.2.10
R09932		1.1.1.320
R00599		2.1.1.55
R00364		1.4.2.1
R11015		1.14.99.52
R06885		4.2.1.-
R08965	K00506	1.14.18.-
R08759	K00488	1.14.15.15
R09075		1.5.3.15
R02734	K01439	3.5.1.18
R09980	K09020	3.5.1.110
R12976		1.1.3.29
R03660	K01889,K01890	6.1.1.20
R08397		
R06116		3.2.1.140
R02887	K01188,K05349,K05350	3.2.1.21,3.2.1.74
R05520	K14369	2.1.1.254
R07675	K00064,K17744	1.1.1.122,1.1.1.316
R01145		3.1.6.16
R10553	K14677	3.5.1.14,3.5.1.114
R04806	K00488	1.14.15.15
R11732		1.14.14.44
R04932		
R09795		4.1.1.93
R08331	K10977	2.3.3.-
R07819	K01137	3.1.6.14
R10788	K18337	1.1.1.377,1.1.1.378
R09141		1.14.13.25,1.14.13.-
R00052		1.11.1.10
R09918		5.5.1.20
R04940		
R08104		1.14.12.-
R10115	K00647,K09458	2.3.1.41,2.3.1.179
R09712	K15810	5.4.99.37
R00398		1.5.1.17
R11238	K20435	
R09148		1.14.13.25
R07793		1.14.-.-
R09504	K17893	1.10.3.11
R10807		2.4.1.315
R10179		2.6.1.96
R06074		2.4.1.199
R00872		3.1.3.-
R12008		1.14.14.71
R12642		6.2.1.65
R12371	K23558	1.1.1.418
R00453		2.6.1.71
R12002	K22227	1.3.98.6
R11485		1.19.1.1
R10519	K18652	1.1.1.361
R08224	K03341	2.9.1.2
R01582	K00824	2.6.1.21
R12075	K02851	2.7.8.35
R06467	K14372	1.14.-.-
R03913		1.8.1.8
R02975	K00072,K00079	1.1.1.153,1.1.1.184
R11319	K00939	2.7.4.3
R12666		2.1.1.373
R00753		4.1.2.36
R00952	K00702	2.4.1.20
R10584		4.2.3.133
R09779	K05831	3.5.1.130
R07901		2.1.1.-
R07612		1.11.1.16
R06295	K04123,K12917	1.14.14.107
R10549	K03400	1.2.1.50
R04682	K00044,K10251,K13368,K13369,K13370,K13373	1.1.1.62
R08285	K17689,K17709,K17719,K17721	1.14.14.-
R07261		2.4.1.242
R03615		1.14.14.82
R05750		4.3.3.3
R07068	K07415	1.14.14.-
R09481		1.17.98.4
R08424		
R00021	K00284	1.4.7.1
R12888		
R11389	K21224	
R07616	K09664	2.4.1.-
R12398		6.2.1.57
R09428	K00699	2.4.1.17
R02481		2.3.1.34
R07332		2.4.1.170
R09303	K05538,K10968,K10969	2.4.1.-
R12314		5.1.3.43
R06139		2.4.1.166
R01235		2.1.1.9
R04299		
R10011	K16181	6.3.2.59
R01933	K00382,K00658,K15791	1.2.4.2,1.8.1.4,2.3.1.61
R02014	K00524,K00527	1.17.4.2
R08740	K10214	1.17.99.3
R11777	K22323	1.1.99.41
R03832	K13386	2.1.1.116
R12668		2.2.1.13
R02907		4.2.1.94
R06786	K05712	1.14.13.127
R11619	K21589	3.5.4.46
R12729		6.2.1.68
R04741	K00022,K01782,K01825,K07514,K07515,K07516,K10527	1.1.1.35,1.1.1.211
R03775	K08246	5.5.1.9
R09596		6.3.2.37
R00228	K00132,K04021,K04072,K04073,K18366	1.2.1.10
R12428	K03801,K23734,K23735	2.3.1.181
R05813	K02191,K03399	
R10670	K11818	1.14.14.45
R02723	K00498	1.14.15.6
R08694		4.2.2.2
R00645		1.14.-.-
R11964	K22579	2.7.9.6
R03635	K01193	3.2.1.26
R12136		
R01211		1.1.1.84
R10345	K17487	3.1.4.56
R09593		6.3.2.30
R06164	K00716	2.4.1.65
R10854		1.1.3.47
R08172		2.3.2.-
R00890		2.4.1.-
R08315		
R02905		
R07771	K03800,K10105	6.3.1.20
R11865		4.4.1.36
R07170	K19890	1.5.3.6
R07094	K00799,K04097,K13299,K23790	2.5.1.18
R10656	K15991	1.14.15.34
R02486		1.14.11.10
R03556	K23276	1.14.14.85
R03503	K00950,K07142,K13939,K13940,K13941	2.7.6.3
R11558	K21285	2.7.8.44
R07811	K07964,K07965	3.2.1.166,3.2.1.-
R06151		3.2.1.77
R08448		1.14.21.-
R09555	K15511,K15512	1.14.13.208
R11571		
R04176		2.4.2.30
R03991	K00632,K07508,K07509,K07513	2.3.1.16,2.3.1.155
R01749		1.1.1.92
R10510	K07145	1.14.99.48
R08185		3.1.2.-
R10264		2.4.1.296
R11083		5.5.1.27
R01097	K00035,K22215	1.1.1.48,1.1.1.120
R03753		1.1.1.201
R08214	K10978	1.1.1.-
R02089	K00893,K05961,K10353,K15519	2.7.1.76,2.7.1.145
R04857		3.5.3.-
R07780	K01721,K20807	4.2.1.84
R11517	K04040	2.5.1.133
R07032		3.3.2.-
R05428	K05549,K05550,K05784	1.14.12.-
R09912	K16204	5.4.99.52
R05370	K01563	3.8.1.5
R04080		1.21.99.1
R02248		3.1.3.32
R02531	K00011	1.1.1.21
R05582	K07535	1.1.1.-
R09640	K09001	2.7.1.170
R10366	K18393	1.14.13.-
R07232	K06970	2.1.1.181
R06050		2.4.1.1
R12211	K12973	2.3.1.251
R11219	K05931,K11434,K11435,K11436,K11437,K11439	2.1.1.319
R11779	K22269	2.1.1.343
R02054	K01058,K06900,K16817,K16818,K22389	3.1.1.32
R06503	K15999	
R13033		1.1.3.50
R04597	K16049	1.13.11.25
R03638		1.14.13.19
R13155	K26487,K26488	
R02709		2.4.1.178
R04501		1.14.18.9
R01519	K01053	3.1.1.17
R04670		
R04420	K08963	5.3.1.23
R12636		2.4.3.10
R09097	K13922,K18366	1.2.1.87
R05688	K00099	1.1.1.267
R11241	K20438	2.4.1.338
R09166		1.3.-.-
R06912		5.3.99.-
R04162	K01080	3.1.3.4
R00146		1.4.1.1,1.4.1.2,1.4.1.3,1.4.1.4,1.4.1.5,1.4.1.7,1.4.1.8,1.4.1.9,1.4.1.10,1.4.1.12,1.4.1.15,1.4.1.19,1.4.1.20
R07001	K07408,K07409,K07412,K07415,K07416,K07420,K17683,K17689	1.14.14.1,1.14.14.-
R03078		
R02695	K00129,K00146	1.2.1.5,1.2.1.29,1.2.1.39,1.2.1.53
R00420	K01791	5.1.3.14
R11177	K20169,K20170	
R12995	K23523	2.4.1.366
R11678		1.2.1.97
R07399	K09011	2.3.3.21
R01555	K00691	2.4.1.8
R00659		2.7.1.40
R05903		2.4.1.-
R08123		1.3.1.-
R08067		
R07922		
R06306	K14039	1.14.14.176
R08908	K13561	1.14.14.13
R09961		4.2.3.105
R10557	K17912	1.13.11.68
R07287		2.8.2.14
R08284		
R01902	K00848	2.7.1.5
R12138		
R07527	K09846	2.1.1.210
R09658	K00514	1.3.5.6
R04032		1.13.11.26
R11323	K01513,K04765,K06287,K25435	3.6.1.9,3.6.1.-
R06456	K13320	2.1.1.239
R05322		
R07087	K07408,K07410,K17689,K17719	1.14.14.1,1.14.14.-
R06335		
R06574	K13066	2.1.1.68
R11918	K22328	4.1.1.109
R09411		
R10777	K19794	3.5.2.1
R06241		3.5.1.41
R02415	K05358	1.1.5.8
R11944	K00125,K03388,K03389,K03390,K14127,K22516	1.8.98.6
R08322		
R07755		
R00823	K05599,K05600,K11311,K16319,K16320,K18248,K18249	1.14.12.1
R08161	K03921,K03922	1.14.19.2
R06449	K15992	
R07893	K10527	4.2.1.17,4.2.1.74
R10465		2.7.8.40
R02655		1.2.1.29
R02032	K00032	1.1.1.43
R11287	K20586,K20587	
R05401	K15057	1.7.1.16
R00458		3.5.1.17
R06224	K00716,K03663,K07632,K07633,K07634	2.4.1.65,2.4.1.152,2.4.1.-
R10022		
R04391	K00867,K01947,K03525,K09680	2.7.1.33
R04304	K00055	1.1.1.90
R06392	K14731	3.1.1.83
R06426	K13310,K16436	2.6.1.106
R04507	K08748	6.2.1.7,6.2.1.28
R06543	K08695	1.3.1.77
R05964	K03877	2.4.1.-
R05843	K11943,K11944	1.13.11.-
R11577		
R09607		4.2.3.54
R06450	K15989,K15990	2.4.1.316
R08585		
R05075	K02560	2.3.1.243
R00215	K07246	1.1.1.83
R00465	K00049,K00090,K12972,K15919,K18121	1.1.1.79
R04728		4.2.1.97
R00366	K00273	1.4.3.3,1.4.3.19
R03930		1.3.1.17
R05677	K12636	
R09061	K21058	3.1.1.100
R02184		2.7.4.1
R04654		2.4.1.150
R12705	K07970	
R10055	K09839	1.23.5.1
R06098		3.2.1.23,3.2.1.108
R08449		2.1.1.-
R05856		
R11984		1.14.14.69
R00675		1.4.1.19
R02102	K01081,K02566,K03787,K06952,K07023,K08693,K08722,K08723,K11751,K19970,K25434	3.1.3.5,3.1.3.89,3.1.3.-
R03672		
R10883	K19105	5.1.1.14
R07555		
R12102		
R07266		2.4.1.238
R12727		6.2.1.67
R06213		2.4.1.-
R05824		
R00157	K00944	2.7.4.10
R09492	K02826,K02827,K02828,K02829	7.1.1.5
R05408	K15242	1.13.11.-
R04875		
R01288	K01739,K10764	2.5.1.48,2.5.1.-
R01086	K01755,K14681	4.3.2.1
R08362	K11185,K11186	1.11.1.-
R01155	K09251	2.6.1.29,2.6.1.82
R00604	K00148	1.2.1.46
R12089	K22841	2.5.1.146
R02071	K00882	2.7.1.56
R10166	K18884	2.1.1.261
R04931		2.1.1.9
R12587		3.1.3.108
R01842		1.14.14.1
R09976		4.2.3.123
R10280		5.1.99.6
R01684	K15372	2.6.1.55
R08739	K01796	5.1.99.4
R11890		
R12316	K22708	2.4.1.355
R05767		2.4.1.216
R09157		3.8.1.-
R00181	K01490	3.5.4.6,3.5.4.17
R08916	K13070	1.1.1.295
R09859		1.14.15.29
R03262	K07433	1.14.15.4,1.14.15.5
R03446		3.2.2.24
R01631	K00448,K00449	1.13.11.3
R08401		
R12577	K24110	6.2.1.62
R03754		2.7.1.94
R04139		1.1.1.52
R10742	K18565	1.14.20.-
R11038	K19793	2.6.1.108
R08723	K12408	1.1.1.181
R05270	K14366	1.14.15.35
R03629	K07408,K07409,K07410,K14338	1.14.14.1
R09647		3.5.1.100
R11724		1.1.1.408
R09309	K14633	1.1.1.-
R11681	K22091	2.1.1.-
R06933		5.3.99.-
R02847		1.1.1.121
R10138	K02366,K02367	2.4.1.225
R10958	K19569	2.1.1.307
R05702		1.3.1.69
R03764		1.3.1.5
R00004		3.6.1.1
R08266	K00485	1.14.13.8
R05447	K15245,K15246	1.14.14.-
R07872		5.3.3.-
R05825	K08233	3.1.1.78
R07947		
R07841		
R11972		2.4.1.351
R02114	K00650	2.3.1.43
R09340	K15926	
R11861	K07232	4.3.2.7
R03155		1.1.1.168,1.1.1.214,1.1.1.358
R06597		
R08047		1.7.1.-
R10701	K18368	3.1.1.-
R01204		2.3.1.3
R10041	K00495	1.14.14.44
R03023	K21726,K21727	1.14.13.29
R06234		2.4.1.-
R00056	K01513	3.6.1.-
R12896	K01515,K12152,K25520	3.6.1.76,3.6.1.-
R10849	K19005	2.7.8.20
R02121		2.4.1.2
R01215	K00835,K14260	2.6.1.66
R03816	K00355,K03809,K19267	1.6.5.2
R08785	K15099	1.14.14.83
R03418	K06611	2.4.1.67
R10903		
R12264	K21582	2.1.1.339
R01355	K20454	4.1.3.32
R05661	K03338	2.7.1.92
R08088	K13776	6.2.1.-
R11706	K21948	2.7.1.217
R06005		2.4.3.8
R02624		3.1.1.61
R09287		
R04425	K01682	4.2.1.99
R04340		1.5.1.25
R06671		
R02497	K12343,K12344,K12345	1.3.1.22
R06361	K10852	2.3.1.164
R11417	K21259	2.4.1.-
R00407		3.1.2.3
R01570	K00756,K00758,K09913	2.4.2.2,2.4.2.4
R08648	K01652,K01653,K11258	2.2.1.6
R09171		1.14.-.-
R09095	K14068,K14069,K14070	1.12.2.-,1.12.98.3
R06419	K15092	1.3.1.81
R08953		
R00758		1.1.1.17
R10183	K00972	2.7.7.83
R12939	K25575,K25578	2.6.1.123
R08451		
R09299	K07966,K07967,K07968	2.4.1.-
R06384		1.1.1.296
R06107		3.2.1.74
R11447		1.14.13.229
R02291	K00133	1.2.1.11
R05045		
R09792		2.1.1.231
R11095		3.9.1.2
R06515		6.2.1.-
R02385		2.3.1.110
R07461	K03151,K11996,K21028,K21147	2.8.1.4,2.8.1.11
R11999		1.13.11.85
R01154	K00657	2.3.1.57
R02698	K00483,K00484,K16901,K16902,K23470,K23492	1.14.14.9
R03463		1.3.1.40
R09102		1.14.-.-
R03271		2.5.1.23
R08862	K12902	2.1.1.308
R11427		1.3.1.112
R01738		1.1.1.69
R09476	K15819	5.4.99.35
R10525	K13057	2.4.1.245
R12471		2.4.1.369
R07445	K09587,K12639	1.14.14.178
R12948		2.6.1.121
R10842		1.1.1.203
R08238	K00760	2.4.2.8
R01571		2.7.1.114
R12796		3.1.1.118
R10678	K18310,K18311	6.3.2.41,6.3.2.42
R05771	K18199	4.2.1.103
R12313	K01780	5.1.1.24
R04433		1.5.5.1
R11267	K20566	1.1.3.-
R04451		2.4.1.39
R12862	K00712	2.4.1.52
R05663	K00141	1.2.1.7,1.2.1.28
R12551	K24256	5.1.3.-
R07414	K09470	6.3.1.11
R00218		4.1.1.78
R02631	K02765	2.7.1.-
R12153	K22995	1.14.19.74
R08644	K15742	2.3.3.17
R09526		4.2.3.68
R05506	K00632	2.3.1.16,2.3.1.-
R07857	K09879	1.3.99.39
R12831	K25060	1.14.14.-
R10212	K16873	
R01469		1.4.3.8
R13039	K25779	1.1.1.-
R12061	K06864	4.4.1.37
R05796		3.1.1.76
R06301	K12927	4.2.3.18
R09335	K15949	1.3.3.14
R06290		1.8.1.15
R05722		1.14.11.18
R10339	K06897	2.5.1.105
R08884		
R09981		
R12915	K00660	2.3.1.74
R12846	K25489	1.14.14.-
R05438		1.14.12.-
R11539	K15871	2.8.3.25
R09043		
R06288		
R12832	K25488	1.14.14.-
R12147		1.13.11.86
R05249	K20943	1.14.13.219
R03180	K01426	3.5.1.4
R13154	K26486	2.4.1.-
R03870		3.5.2.1
R04403		2.7.11.29
R00447		1.4.3.14
R02545	K07246	1.1.1.93
R07936	K12405	1.1.1.-
R02547		3.3.2.4
R12536		1.3.8.15
R08485		1.3.-.-
R08568	K16306	2.2.1.10
R05430		1.14.12.-
R08858		2.4.1.-
R03388	K17364	1.5.1.47
R05847		
R02792		1.1.1.159
R04526		2.4.2.25
R08302		
R01226	K00606	2.1.2.11
R02697	K00129	1.2.1.5
R04316		2.3.1.266,2.3.1.267
R11151	K21267	1.14.13.211
R00382	K01972,K10747	6.5.1.2,6.5.1.6
R03087	K07434	1.14.14.14
R04091		2.5.1.52
R00230	K00625,K04020,K13788,K15024	2.3.1.8
R00482		6.3.1.4
R12719		5.3.3.23
R05395		1.3.1.-
R05437		1.14.12.-
R08320		
R10573	K13313	1.1.1.364
R11306	K13057	2.4.1.245
R02041		3.5.1.60
R08247	K06726	5.4.99.62
R00301		1.1.1.119
R04527		3.2.1.97
R01667	K16904	3.6.1.12
R12788		2.1.1.379
R07856	K06443	5.5.1.19
R11363	K21177	1.14.-.-
R05108		
R07891	K00632,K07513	2.3.1.16
R10305	K17216	2.5.1.134
R03602		
R08867	K12908	2.7.7.93
R03214	K11821	2.8.2.24
R11713	K00491	1.14.14.47
R00857		3.1.4.46
R02714		3.1.1.30
R03032	K01683	4.2.1.5
R01087	K01799	5.2.1.1
R00210		1.2.1.51
R03415	K18575	3.3.2.2
R03051	K00053	1.1.1.86
R07164		1.4.1.21
R11451	K12432	2.3.1.252
R06822		
R06344	K04125	1.14.11.13
R10795		1.14.14.79
R05600	K07534	4.2.1.-
R05923		
R07928	K21383	2.3.1.215
R10047		1.14.15.10
R06491	K14375	2.4.1.-
R10331	K17830	1.3.7.11
R06892	K14520	1.14.13.84
R01779	K00023	1.1.1.36
R09510		1.14.11.27,1.14.11.65,1.14.11.66,1.14.11.67,1.14.11.68,1.14.11.69
R02866		3.1.3.50
R00895		2.6.1.1,2.6.1.3
R07343		3.1.3.25
R03929	K01119,K08693,K09769,K24670	3.1.4.16
R12678		1.17.99.11
R11730		1.14.13.235
R05240	K10620	1.3.1.58
R05840		
R03307	K01857	5.5.1.2
R04535	K00665,K00668,K01716,K02372,K11533,K16363,K22540,K22541	2.3.1.85,2.3.1.86,2.3.1.-,4.2.1.59,4.2.1.-
R07269		2.5.1.-
R08115	K03381	1.13.11.1
R01636		1.14.12.8
R00393		2.8.3.8
R08083	K12957	1.1.1.183
R02419		4.2.1.31
R09793	K10208	2.5.1.96
R05668	K12628	1.-.-.-
R05829		1.14.14.-
R09788		4.2.3.85
R05379	K01721,K20807	4.2.1.84
R07568	K15746,K23037	1.14.15.24
R02252	K10797	1.3.1.31
R07300		3.5.1.48
R12465	K22795	2.3.1.288
R09538		3.6.1.53
R07262	K12073,K19222	3.1.2.28
R02286	K05603	3.5.3.13
R01812	K03793	1.5.1.33
R01274	K01068,K01074,K10804,K10805,K10806,K17360	3.1.2.2,3.1.2.22,3.1.2.-
R11959	K22597	2.4.1.352
R05374	K01617	4.1.1.77
R09703		1.3.99.30
R01778	K00022,K07515	1.1.1.35,1.1.1.211
R07423	K13226	1.14.14.110
R03482		3.5.1.89
R03564		
R08417		
R09352	K15965	2.4.1.-
R02408	K00816,K01758,K01760,K14155,K17217,K21623	4.4.1.1,4.4.1.13,4.4.1.35
R11407	K18207	2.4.1.312
R02430		2.7.1.27
R08513		
R06588	K16018	2.7.1.179
R10638	K22706	2.4.1.354
R07804		1.3.1.-
R10661	K18281	
R07687		1.14.-.-
R09668	K19696	2.4.2.44
R06970		3.5.4.-
R10617		3.5.1.115
R03935		3.4.13.4
R09339		4.99.1.2
R03544	K00100	1.1.1.-
R02197	K03334	1.4.3.2
R07743		
R07661	K10012	2.4.2.53
R06433	K16438	5.1.3.-
R02999		1.16.1.6
R07716		
R04458		
R09463	K17991	1.11.2.3
R03528		4.4.1.13
R11394	K19714	1.1.3.48
R11008	K14938	1.14.19.21
R02505	K13231	2.3.1.146
R03127		4.1.1.54
R13086		
R00017		1.11.1.5
R01063	K00150,K05298	1.2.1.13,1.2.1.59
R07852		
R09597	K04075	6.3.4.19
R08530		2.3.1.69
R06006	K03877,K07819,K07820	2.4.1.86
R02076		1.13.11.30
R11790	K22307	3.2.1.204
R07866		
R11595	K21580	2.1.1.337
R03207		2.6.1.24
R05398		1.3.-.-
R12078	K16649	2.4.1.287
R03551		
R01680		1.1.99.13
R10036		
R08865	K12906	
R04826	K07431	1.14.14.139
R06848	K00217	1.3.1.32
R07017		
R07730	K15056	5.4.99.-
R07940	K00622	2.3.1.5
R02872	K00801	1.3.1.96,2.5.1.21
R00532		4.3.1.10
R07386		2.6.-.-
R03425	K00281,K00282,K00283	1.4.4.2
R12921		1.14.13.250
R09660	K12960	3.5.4.31
R05267	K15239	2.5.1.-
R09847		
R03693		4.2.1.34
R00057		1.8.3.2
R08261	K00699	2.4.1.17
R01575	K00063,K19590	1.1.1.117,1.1.1.427
R12957		
R02828	K01721	4.2.1.84
R09974		4.2.3.121
R05356		3.5.2.-
R08721	K12408	1.1.1.181
R10940	K22113	6.3.2.46
R01881	K00933	2.7.3.2
R01540	K01685,K16849,K16850	4.2.1.7
R10734		4.2.3.83
R02800		1.1.1.196
R01712	K18608	2.6.1.30
R12479	K01230	3.2.1.113
R09280	K15017,K15038,K18119	1.2.1.76
R03801		3.2.1.74
R00059	K01453	3.5.1.46
R01358		3.1.2.11
R06713	K15971	2.1.1.-
R06298	K12927,K14041,K14042,K18113,K19571,K20514	5.5.1.12
R10177	K02291	2.5.1.32
R06183		2.4.1.100
R03072	K19104	2.5.1.38
R03122	K01208	3.2.1.54
R10904	K19280	2.8.3.26
