reaction_id	kegg_orthologs	kegg_ec
R10576		1.13.11.77
R06358		
R04953	K00059,K00665,K00667,K11533,K11539	1.1.1.100,1.1.1.-,2.3.1.85,2.3.1.86,2.3.1.-
R10543		6.1.2.2
R02421	K00703,K13679,K16148,K20812	2.4.1.21,2.4.1.242
R09370	K00562	2.1.1.96
R02218	K00497,K07433	1.14.15.4
R06280		3.1.6.1,3.1.6.8
R03341		4.1.1.80
R06225		3.2.1.165
R05965	K00722	2.4.1.88
R08845	K12447	2.7.7.64
R08319		
R11673	K21787	
R09789		4.2.3.84
R04301	K00545	2.1.1.6
R11315		
R03576	K00881	2.7.1.55
R03572		1.1.1.54
R11560	K21286	3.5.1.122
R00331	K00940,K18533	2.7.4.6
R08631	K15742	2.3.3.17
R10972	K20859	3.1.4.57
R07813	K01217	3.2.1.76
R11788	K22307	3.2.1.204
R07108	K08726	3.3.2.10
R11430	K21211	
R02654		2.4.1.198
R07025	K00799,K04097,K13299,K23790	2.5.1.18
R06269	K04034	1.21.98.3
R07124		
R12614		1.13.11.90
R10971	K21014	2.8.2.37
R07098	K07408,K07409,K07415	1.14.13.25,1.14.14.1,1.14.14.-
R12437	K23889	2.5.1.-
R10073	K15472	1.14.14.151
R10113		1.1.1.333
R12439	K23889	2.5.1.-
R07432	K13065	2.3.1.133
R02650		2.7.1.60
R09839	K02615,K15866	2.3.1.223
R08933	K13317	2.1.1.-
R13073	K26178	
R10017		2.1.1.252
R09825	K15895	2.6.1.92
R05733		1.14.18.9
R10589	K18001,K18002	2.3.1.230
R07280	K20860,K20861,K20862,K21063,K21064,K22912	3.1.3.104
R07983		
R08219	K01042	2.9.1.1
R12012		2.4.1.353
R06660	K15939	2.4.1.-
R02670	K03781,K03782	1.11.1.6,1.11.1.21
R09403	K14984	1.14.14.39
R01851	K17285	1.8.3.4
R02888		2.4.1.49
R10829	K18785	2.4.1.320
R10173		2.3.1.208
R08069		
R01664	K01081,K02566,K03787,K06952,K07023,K08693,K08722,K08723,K11751,K19970,K25434	3.1.3.5,3.1.3.89,3.1.3.-
R03161	K05305,K25314,K25315	2.7.1.52
R07097		
R02179		2.4.1.127
R09935		1.14.13.153
R07446	K09588	1.14.19.79
R12049	K02078,K14245,K14246,K22798	2.3.1.-
R05092	K04121,K20657	4.2.3.19
R03871	K00157	1.2.3.1
R06296	K04123	1.14.14.107
R03409	K01514,K01524	3.6.1.11,3.6.1.40
R00722	K00940,K18533	2.7.4.6
R07273	K06125	2.5.1.39
R09365	K00548,K00549,K24042	2.1.1.13,2.1.1.14
R08547		2.1.1.106
R05277		1.7.1.-
R12865	K18704	2.7.8.47
R00354	K15234	4.1.3.34
R01823	K05341	2.4.1.4
R08510		1.5.1.-
R10198		2.1.1.263
R02269	K01464	3.5.2.2
R03841		2.7.1.61
R00395		2.3.1.13
R12274		1.14.14.170
R09843	K15899	2.7.7.81
R00298		1.1.99.2
R11311	K01212	3.2.1.65
R07828		6.2.1.-
R10963	K20421	2.1.1.303
R03872		
R04450		3.1.2.16
R01564	K00309	1.5.3.10
R07213	K00502	1.14.16.4
R09394	K03639,K20967	4.1.99.22
R10964		2.1.1.304
R03315	K16328,K16330	2.7.1.83
R02601	K02554,K18364	4.2.1.80
R01522	K21840	1.1.3.4,1.1.3.5
R11611		2.5.1.137
R08338		
R11372	K03637,K20967	4.6.1.17
R09600	K13019	5.1.3.23
R08160	K11812,K11813	1.14.14.156
R11624	K21619	5.1.2.7
R00994	K00052	1.1.1.85
R12455		1.3.98.5
R07698		1.14.99.-
R10030	K16265	1.14.14.41
R03321	K01810,K06859,K13810,K15916	5.3.1.9
R04115	K14582	1.3.1.29
R12797		3.1.6.21
R00711	K00129,K00138	1.2.1.4,1.2.1.5,1.2.1.-
R05467	K12674	6.3.3.4
R02324	K06211,K10524	2.7.1.22
R11859		4.2.3.192
R03274		2.7.11.15
R02501	K07434	1.14.14.14
R12296	K21032	2.4.1.-
R01993	K01465,K11540	3.5.2.3
R07718	K13263	2.4.1.170
R10957	K19568	2.1.1.306
R04153		2.1.1.3
R06097		2.4.1.-
R06886		1.3.-.-
R08877		
R06584		
R07747	K05281	1.3.1.45
R01596	K00458	1.13.11.31
R09737	K03183,K06127	2.1.1.201
R09892		4.2.3.92
R11652		1.14.14.43
R06411	K01692,K01782,K01825	4.2.1.17
R10191	K18049	1.13.11.73
R11483	K21208	1.14.19.50
R09587	K21114	1.14.15.8
R06211	K07024	3.1.3.24
R09073	K13621,K13623	
R06878		1.97.1.-
R12227		1.14.14.160
R00743		2.8.3.3
R04779	K00850,K16370,K21071,K24182	2.7.1.11
R10307	K17650	2.1.1.110
R06718	K15960,K15962	
R12823	K25659	2.4.1.-
R00168		
R04630		2.4.3.9
R07416		6.2.1.32
R06382		1.1.1.296
R07713	K11949	4.1.2.34
R01234	K01120,K08718,K13296,K13298,K13755,K13756,K13757,K13758,K13759,K13760,K13761,K13762,K13763,K18283,K18438,K19021	3.1.4.17,3.1.4.35
R11272	K20573	2.4.1.301
R03237	K00850,K16370	2.7.1.11
R08558	K11440	1.1.1.1
R09126	K15357	3.5.1.106
R01914	K00316,K13366	1.5.3.14,1.5.99.6
R02144	K19787,K22437	2.1.1.22
R02080	K01592,K01593	4.1.1.25,4.1.1.28
R02903		2.7.11.14
R08335		
R12275		1.14.14.170
R12588	K01566	3.13.1.9
R11609	K21590	2.5.1.136
R01922		3.5.1.73
R01775	K00003,K12524,K12525	1.1.1.3
R11431	K21212	
R11308	K01179,K01225,K19357,K19668	3.2.1.4,3.2.1.91
R01887	K01501	3.5.5.1
R05355	K00217	1.3.1.32
R09565	K04099,K04100,K04101	1.13.11.8,1.13.11.57
R06637	K05551,K05552,K05553	2.3.1.-
R07754	K13264	2.3.1.115
R04881	K00545	2.1.1.6
R01028		3.1.6.6
R06853		1.1.-.-
R08337		
R06160		3.2.1.54
R04643		2.8.2.19
R02345		2.2.1.4
R08117	K14417	6.2.1.33
R01994	K03276,K03279	2.4.1.58,2.4.1.-
R12993		
R01004	K07252	3.6.1.43
R11460	K20901	2.7.1.209
R01608	K23146	1.1.1.59
R05890		
R04030	K01911,K14760	6.2.1.26
R06686	K15953	
R05265		1.14.-.-
R02822		3.3.2.10
R04348		2.3.1.81
R11661	K21779	
R11229	K17910,K19883	2.7.1.190
R01899	K00031	1.1.1.42
R08925		1.14.13.105
R11586	K18003	2.3.1.262
R07292		3.1.1.73
R00911		3.4.13.4
R07119		
R03849	K00513	1.14.14.16
R00190	K00759	2.4.2.7
R09349	K15935	
R06501		
R08003		
R03012	K00013,K14152	1.1.1.23
R04613		2.3.2.10
R04657	K00912	2.7.1.130
R03033	K01684,K05308	4.2.1.6,4.2.1.140
R04518		1.1.1.232
R02301	K00603,K01934	6.3.3.2
R00454	K18854	2.3.1.306
R06114	K01190,K01229,K12111	3.2.1.23,3.2.1.108
R06091	K01189,K07406,K07407	3.2.1.22
R01818	K01840,K15778,K16881,K17497	5.4.2.8
R06879		1.97.1.-
R12159	K22797	2.3.1.273
R08255	K01044,K03927	3.1.1.1
R03090	K07410	1.14.14.1
R10721	K20208	1.11.2.5
R11707	K21948	2.7.1.217
R11983		1.14.14.69
R05753		1.21.99.5
R04646		
R10651		2.8.4.5
R02783	K01925	6.3.2.9
R02827	K13028	4.8.1.2
R10141	K13017	2.6.1.98
R09436		
R11628	K21610,K21611	6.3.3.7
R12179	K02292	
R02930		3.5.1.65
R08812		
R07700		1.14.-.-
R02310		5.5.1.-
R11824		4.2.3.159
R08477		
R00842	K00006,K00057	1.1.1.8,1.1.1.94
R00616		2.7.4.15
R11508	K13601	2.1.1.332
R11791	K22308	3.2.1.205
R04580	K08748	6.2.1.7
R03608	K16242,K16243,K16244,K16245,K16246,K16249	1.14.13.243
R12857	K25496	
R08612		3.2.1.78
R02691	K03715	2.4.1.46
R00923	K11264,K18426	4.1.1.-
R00279		1.4.3.7,1.4.3.15
R02732	K00900	2.7.1.105
R13075	K26181,K26182	
R00908	K00823,K07250,K13524,K15372,K25571	2.6.1.19,2.6.1.55,2.6.1.120
R00002		1.18.6.1
R10689	K07046	3.1.1.120
R12922		1.14.13.250
R11573		
R07598		1.4.3.20
R11077		4.2.1.158
R02329		2.7.7.32
R00479	K01637	4.1.3.1
R04576		5.2.1.10
R04452	K01062,K16794,K16795	3.1.1.47
R12601	K24112	
R07141	K22374	1.1.1.285
R04347	K00577,K00578,K00579,K00580,K00581,K00582,K00583,K00584	2.1.1.86
R12916	K25582	2.4.1.-
R07840	K06444	5.5.1.18
R08195	K19967	4.1.2.42
R06069		2.4.1.25
R07190	K13027	1.14.14.36
R02853		3.1.3.3
R11843		4.2.3.178
R12764		4.4.1.41
R01500	K04628	2.4.1.47
R03008	K04125	1.14.11.13
R08728	K12408	1.1.1.181
R06794	K13262	2.1.1.150
R01131	K00892,K22026	2.7.1.73
R01461	K00637	2.3.1.26
R02778	K01087,K16055	3.1.3.12
R13096	K26272	2.3.1.-
R07091	K00799,K04097,K13299,K23790	2.5.1.18
R08110	K05549,K05550,K05784	1.14.12.10
R07671	K02821,K02822,K03475	2.7.1.194
R09513	K15762,K15765,K16968,K16969	1.14.13.111
R00736	K01592,K01593,K18933	4.1.1.25,4.1.1.28
R06393	K14731	3.1.1.83
R04242	K01307	3.4.19.9
R07295	K15871	2.8.3.25
R04889	K00129	1.2.1.5
R04150		4.1.3.36
R05672	K12632	2.3.-.-
R11472	K21332	1.1.1.-
R06653		
R05508	K01026	2.8.3.1
R06473	K14373	
R07242		2.1.1.154
R13049	K26113,K26114,K26115	1.1.1.436
R05041		
R13100		4.2.3.207
R09695		4.2.1.110
R01127	K00602,K11176	3.5.4.10
R03115	K01210	3.2.1.58
R05190	K00667,K00668	2.3.1.86
R01511		3.1.3.38
R00311	K00510,K21418	1.14.14.18
R09790	K09844	4.2.1.131
R02805	K01518	3.6.1.17
R08071		
R00166		
R07573	K09836	1.14.99.64
R08738	K08748	6.2.1.7
R06082		3.2.1.14
R00084	K01749	2.5.1.61
R05666	K15760,K15761,K15762,K15763,K15764,K15765	1.14.13.236
R01807		2.3.1.45
R02264	K23486	1.1.1.-
R04106		1.1.1.280
R00563	K00296	1.5.1.19
R06717	K15961	2.4.1.-
R02425	K01466,K16842	3.5.2.5
R09241		1.7.1.-
R09063	K13604	2.1.1.333
R05153		
R04547	K00257	1.3.99.-
R02478	K00699	2.4.1.17
R12207	K07264	2.4.2.43
R03493	K13779	4.2.1.57
R01433	K01198,K15920,K22268	3.2.1.37
R10029	K13401,K14984	1.14.14.38,1.14.14.39
R06913		4.2.1.-
R02156		1.13.11.24
R12197	K02560	2.3.1.243
R07905		2.1.1.-
R00678	K00453,K00463	1.13.11.11,1.13.11.52
R10434		2.4.1.305
R07364	K08967	1.13.11.54
R01529	K01783	5.1.3.1
R02159	K13270	2.8.2.25
R04695	K22093	1.5.1.27
R01895	K00039	1.1.1.56
R03970	K00681,K18592	2.3.2.2
R04483		1.1.1.170
R05974	K00741,K07970	2.4.1.149
R02374	K10723	1.14.99.22
R01361	K00019	1.1.1.30
R04512		3.2.1.56
R00437		2.7.7.8
R12065	K06864	4.4.1.37
R04675	K00513	1.14.14.16
R06317		
R01662	K01837	5.4.2.4
R02522	K13875	4.2.1.25
R07680		3.1.1.-
R00342	K00024,K00025,K00026	1.1.1.37,1.1.1.299
R00443		2.7.7.6,2.7.7.48,2.7.7.52
R04085	K00157	1.2.3.1
R00991		
R12365	K23530	4.2.3.203
R11355		1.14.15.29
R05510	K01061	3.1.1.45
R01506		1.13.11.28
R07979	K00106	1.17.3.2
R10273	K18112	4.2.3.137
R10267		4.2.1.136
R03713	K00251	1.3.1.3
R05221	K02231	2.7.1.156
R07048	K07412,K07413,K07418,K17709,K17718,K17719	1.14.14.1,1.14.14.-
R08364	K10807,K10808	1.17.4.1
R04536	K00059,K00665,K00667,K11533,K11539	1.1.1.100,1.1.1.-,2.3.1.85,2.3.1.86,2.3.1.-
R01736	K01069	3.1.2.6
R00184	K01518,K18445	3.6.1.17,3.6.1.61
R01334	K01091,K19269,K22223	3.1.3.18
R01183	K00010	1.1.1.18
R03158	K05605	3.1.2.4
R10547	K18654	3.1.3.92
R05275	K18067	1.3.1.64
R05897		
R09196		
R11139	K20085	
R08113	K05783	1.3.1.25
R05784	K10533	3.3.2.8
R01747	K00042	1.1.1.60
R07155		1.1.99.30
R12652	K20513,K22636	1.14.14.175
R10174	K21379	2.3.1.209
R04148	K00768	2.4.2.21
R11442	K13029	1.14.14.37
R09500	K16964,K16965,K16966	1.8.2.4
R09383	K00974,K07558	2.7.7.72
R06922		5.3.99.-
R09662		1.5.1.36
R13006		2.5.1.155
R10631	K01242,K18152	2.4.99.20
R07695		
R07684		1.13.11.-
R05152		1.3.99.17
R01418		3.5.3.20
R07584		3.1.3.62
R02115		3.1.1.13
R11128		2.4.1.333
R00870		1.1.1.138
R09185		4.1.3.-
R08609		2.5.1.-
R08353	K01833	6.3.1.9
R00544		1.2.99.6,1.2.99.7
R09276	K15061	
R08548		3.1.3.68
R05365	K15756	3.7.1.13
R08990		1.14.13.-
R04800	K00514,K10027,K15745	1.3.5.6,1.3.99.26,1.3.99.30,1.3.99.31
R12399		1.1.1.270
R02860	K19818,K19819,K19820	1.5.99.4
R08165	K02551,K14759	2.2.1.9
R08525		
R11061	K17872	1.6.5.12
R11168	K03518,K03519,K03520	1.2.5.3
R03883		1.3.1.47
R00018	K00808	2.5.1.44
R06032	K03371	2.4.3.8
R05763		2.1.1.144
R12333	K19837	3.5.1.131
R10739		
R10367	K18395	1.14.13.-
R00182	K01241,K06966	3.2.2.4
R09739		7.2.1.3
R05578	K01885,K09698,K14163	6.1.1.17,6.1.1.24
R02306	K12249	4.2.3.6
R06251		2.3.1.79
R00128		3.6.1.14
R07082	K01253	3.3.2.9
R04358		2.7.11.23
R02921	K21030,K21031,K21681	2.7.7.40
R05310		1.3.1.60
R02959		
R02920	K00545	2.1.1.6
R08182	K01068	3.1.2.2
R09406	K17685	1.14.14.1
R04557	K07119,K13948,K13949	1.3.1.48
R09616	K15806	4.2.3.76
R01504		6.2.1.71
R12350	K07542	2.4.1.-
R10928	K01108,K18081,K18082,K18083,K18086	3.1.3.95
R12950		2.6.1.121
R12267		1.14.14.169
R08442		1.1.1.-
R12030		1.14.19.57
R03054		1.1.1.195
R09560	K19884	1.4.3.23
R12109		1.3.1.115
R03677		
R07714		
R00793		
R05861		1.4.3.3,1.4.3.19
R03330	K01108	3.1.3.64
R03674		
R12114		3.1.3.-
R08823		2.3.1.-
R07752		
R03163	K01818	5.3.1.3,5.3.1.25
R08051	K10760	2.5.1.112
R06279		2.8.2.11
R12827		1.14.13.-
R00123		3.5.4.7,3.5.4.17
R00024	K01601,K01602	4.1.1.39
R12720	K24998	1.3.8.17
R09421	K07415,K17683,K17685,K17712	1.14.14.1,1.14.14.-
R04188	K07250,K13524	2.6.1.22
R08927	K19859	
R10502	K17750	1.1.1.-
R06966	K03382	3.5.4.43
R06954	K09841	1.1.1.288
R03178	K12253	4.1.1.75
R02744		3.1.1.5
R06390	K14731	3.1.1.83
R08787	K13390	2.1.1.291
R13113		4.4.1.43
R08382	K00061	1.1.1.315
R03030	K18014	4.3.1.14
R07479		2.5.1.46
R10109		1.13.11.64
R04363		2.3.1.125
R11653		1.14.14.20
R03530	K00940,K18533	2.7.4.6
R00425	K01497,K14652	3.5.4.25
R04803		
R03637		1.14.13.19
R02423	K02083	3.5.3.9
R07338		2.4.1.237
R11672	K21778	2.6.1.-
R09722	K13282	3.4.15.6
R01896	K00008,K05351	1.1.1.9,1.1.1.14
R04174		3.5.1.17
R12149	K23020	1.14.14.155
R01600	K00844,K00845,K12407,K25026	2.7.1.1,2.7.1.2
R01532		3.6.1.9
R10827	K10703	4.2.1.134
R03387	K00883,K18126	2.7.1.58,2.7.1.178
R09146		1.14.-.-
R12529		2.4.1.374
R11170	K02759,K02760,K02761	2.7.1.196
R08352	K01833	6.3.1.9
R08107	K05287,K05288	
R07709	K14578,K14581,K18242,K18243	1.14.13.172
R09055	K11337	1.1.1.396
R09204		1.14.12.-
R10397		
R02409		1.8.4.3
R02793		1.1.1.176
R10747	K17879,K18568	3.6.1.-
R09264	K12420	1.1.1.-
R05630	K01000	2.7.8.13
R01781	K00048,K26209	1.1.1.77,1.1.1.-
R05219	K02228	2.1.1.152
R03475		
R11228		1.14.15.17
R12646	K14941	2.7.7.105
R10004		4.2.3.125
R11963	K22598	2.6.1.114
R02353	K00044,K05296,K10251,K13368,K13369,K13370,K13373	1.1.1.51,1.1.1.62
R10722	K05915,K21196	1.13.11.78
R01468	K00894,K14156	2.7.1.82
R13007		2.5.1.156
R08199	K12742	4.2.3.27
R09283	K14470	5.4.1.3
R00446	K19064	1.4.1.18
R12467		2.3.1.289
R06737		
R06905	K15571	1.3.99.-
R09725	K02170,K09789,K19560,K19561	3.1.1.85
R06171	K01620,K20801	4.1.2.48,4.1.2.49
R07558	K02294,K15746,K15747,K22492,K23037	1.14.13.-,1.14.15.24,1.14.-.-
R00083		1.10.3.2
R09041		
R01835	K00251	1.3.1.3
R09100		
R04780	K01086,K01622,K02446,K03841,K04041,K11532	3.1.3.11
R09751		1.7.6.1
R03049		3.1.1.63
R07279	K19517	2.7.1.64
R06887		
R00706	K00140	1.2.1.18
R03142		2.7.7.36
R11378	K00719	2.4.1.79
R10102	K19191	1.5.3.19
R02839		2.8.2.18
R06186		2.4.1.18
R12591		1.17.99.8
R07282		2.7.7.8
R13011	K25986	1.13.11.93
R10459	K17625	1.1.1.-
R11665	K21783	2.3.1.-
R10172		2.3.1.207
R02516		1.14.13.18
R00670	K01581	4.1.1.17
R10002	K10026	4.3.99.3
R01649	K18614	3.5.1.29
R04369		6.3.2.16
R04673	K01652,K01653,K11258	2.2.1.6
R12987	K00106	1.17.1.4
R12692		2.6.1.63
R06496	K14375	2.4.1.-
R02730		3.1.3.54
R04247	K00967,K25574	2.7.7.14,2.7.7.107
R07042	K07413,K07418,K17718	1.14.14.1
R10021	K19649	1.1.1.327
R05142		3.2.1.74
R11655	K21721	1.5.1.51
R02368	K11157	3.1.1.-
R07938	K12931	2.3.1.171
R05063		4.1.3.-
R04734	K01724	4.2.1.96
R05285	K00114	1.1.2.8
R07036		3.3.2.7
R08813	K13235	2.4.1.-
R02090	K00942	2.7.4.8,2.7.4.12
R04748	K00022,K01782,K01825,K07514,K07515,K07516,K10527	1.1.1.35,1.1.1.211
R08680		2.3.3.-
R11345		1.14.11.51
R07776	K22932	1.14.14.88
R03462	K00462	1.13.11.39
R09372	K00384,K22182	1.8.1.9
R03925	K16841	5.1.99.3
R00901		4.4.1.10
R06783	K00529,K05708,K05709,K05710	1.14.12.19
R12581		2.9.1.3
R12612		4.1.2.62
R08311		
R10463	K07566	2.7.7.87
R09298	K00778,K00779	2.4.3.1
R10431		2.1.1.281
R04410		2.3.1.152
R05896		
R10909	K14216	2.7.7.84
R06194		
R10865	K13678	2.4.1.-
R10437		1.17.98.2
R09674		3.1.1.87
R10588	K18280	2.1.1.293
R04909	K01593	4.1.1.28
R06214	K18819	2.4.1.123
R12887		
R05252		1.2.-.-
R03838		2.3.1.22
R09266	K15884	4.2.1.-
R08433	K14138	2.3.1.169
R00754	K00001,K00121,K04022,K04072,K13951,K13952,K13953,K13954,K13980,K18857	1.1.1.1,1.1.1.71
R00451	K01586,K12526	4.1.1.20
R02972		4.1.1.30
R01946		2.3.1.126
R07063	K00508	1.14.19.3
R04799		
R05809	K05934,K13540,K13541	2.1.1.131
R12086		2.3.1.270
R11343		1.1.2.9
R11269	K20568	2.6.1.94
R05839		2.6.1.54
R07073		
R12345	K22927	3.1.4.59
R09249	K12504,K12505	2.5.1.91
R06870	K06124	3.1.3.75
R00597	K00554,K15429	2.1.1.228
R02029	K01094,K01095,K01096,K18697	3.1.3.27
R00207	K00158	1.2.3.3
R09427	K00699	2.4.1.17
R05274	K03862,K03863	1.14.13.82
R09934		1.14.14.113
R01029		3.1.1.8
R03016		3.1.7.3
R02679		1.1.1.190
R02830		1.14.13.6
R01369		3.1.1.3,3.1.1.34,3.1.1.79
R10511		1.14.14.14
R02557	K03783,K03784	2.4.2.1
R08480	K22435	2.7.1.222
R01882		3.9.1.1
R03567		4.1.1.52
R00091		
R03070	K20451	5.3.3.6
R03189	K00603,K13990	2.1.2.5
R03667		1.1.1.235
R04763		
R11795	K22314	3.4.19.16
R05658		3.3.2.-
R07999	K13082	1.1.1.219
R04548		2.4.1.37
R10912		1.2.5.2
R01900	K01681,K01682	4.2.1.3
R03942	K18337	1.1.1.173
R08043		1.7.1.-
R05632	K00480	1.14.13.1,1.14.13.135
R01840	K07434	1.14.14.14
R01607		1.2.1.15
R08894	K13550	2.4.1.283
R00760	K00844,K00847	2.7.1.1,2.7.1.4
R02480	K01764	4.4.1.17
R10895		
R10050	K16305	2.2.1.11
R01373	K01713,K04518,K05359,K14170	4.2.1.51,4.2.1.91
R02683	K00069	1.1.1.141
R11473	K21333	4.2.1.-
R03571		2.1.1.75
R04738	K01692,K01782,K01825,K07511,K07514,K07515,K10527,K13767	4.2.1.17,4.2.1.74
R09169		1.14.-.-
R01861	K16949	2.8.2.3
R00236	K01895,K01913	6.2.1.1
R02745	K18575	3.3.2.2
R13003		2.4.99.23
R09809	K15877	1.7.1.14
R07294	K18360,K18361,K18362,K18363	3.1.2.25
R09380	K00629,K00630,K00631,K13506,K13507,K13508	2.3.1.15
R08521		1.11.1.8
R01974	K04103	4.1.1.43,4.1.1.74
R08584	K22013	4.99.1.10
R00372	K00827,K00830,K14272	2.6.1.4,2.6.1.44
R10436		2.4.1.122
R03821	K04283	1.8.1.12
R08077		
R10900		5.5.1.25
R11637		1.1.1.406
R08630		2.6.1.-
R09285		
R01956	K00816,K00825,K14264	2.6.1.7
R12375	K23558	1.1.1.418
R05884	K03527	1.17.7.4
R00487	K18309	2.3.1.17
R08303	K07415,K17689	1.14.14.-
R05535		
R05423	K14578,K14579,K14580,K14581	1.14.12.12
R10822	K10747	6.5.1.7
R10070	K09838	1.14.15.21
R11705	K21949	2.5.1.140
R09151	K03268,K16268,K18089,K18090	1.14.12.11
R11530	K16148	2.4.1.342
R03907		1.14.99.21
R06672		
R06128	K03844	2.4.1.131
R03376	K00473,K13645,K13646,K13647	1.14.11.4
R06993		
R08499	K23232	1.1.1.324
R13081	K05349,K05350	3.2.1.21
R06668	K15939	2.4.1.-
R09968		4.2.3.112
R03375		2.7.7.57
R04058		2.3.2.5
R10147	K01714	4.3.3.7
R08282	K00129	1.2.1.5
R07089	K07415	1.14.14.-
R00674	K01695,K01696,K06001	4.2.1.20,4.2.1.122
R09453	K13407,K20769	1.14.-.-
R08962	K13059	2.7.1.162
R00431	K01596	4.1.1.32
R04749	K01692,K01782,K01825,K07511,K07514,K07515,K10527	4.2.1.17,4.2.1.74
R05765	K07384	4.2.3.119
R02861		
R06422	K07385	4.2.3.108
R12898	K03429	2.4.1.315
R05386	K15236	4.5.1.-
R01498	K01201,K17108	3.2.1.45
R08299		
R07471	K12640,K25959	1.14.14.180
R07157	K00192,K00195,K00196,K00198	1.2.7.4
R11649		1.14.14.42
R02211	K00512	1.14.14.19
R13082	K22906	3.7.1.4
R02623		2.1.1.80
R09391		1.14.13.105
R10403	K17649	2.1.1.109
R03909	K01426	3.5.1.4
R09178		1.14.-.-
R11157		1.14.13.216
R01563	K08687	3.5.1.59
R01666	K00893,K05961,K15519	2.7.1.74,2.7.1.145,2.7.1.213
R00321		3.5.1.4
R00521		3.1.2.10
R01310	K01115,K16860,K17717	3.1.4.4
R03694		
R00739		5.4.3.6
R06801	K12931	2.3.1.171
R03230	K12698	2.3.1.107
R04510		5.4.99.14
R00548	K01078,K01093,K03788,K09474,K14379,K14394,K14410,K20860,K20861,K20862,K20884,K23458	3.1.3.2,3.1.3.102
R03546	K01725	4.2.1.104
R10779	K18689	2.7.1.185
R05191	K13648	2.4.1.43
R01732		3.5.99.1
R00028	K01187,K12047,K12316,K12317	3.2.1.20
R09361	K15934	
R00649		2.1.1.12
R06174	K02563	2.4.1.227
R12113		1.3.1.117
R04855	K00498	1.14.15.6
R12751		
R11276	K20576	1.1.1.-
R02350	K01016	2.8.2.4,2.8.2.15
R00816	K00446,K07104	1.13.11.2
R09205		1.3.-.-
R05721		1.13.11.49
R11645		1.14.19.12
R02859	K15995	2.1.1.102
R08915	K13606	1.1.1.294
R04804	K01824	5.3.3.5
R13099		4.2.3.206
R03091	K00699	2.4.1.17
R03886		1.1.1.66
R05369	K01563	3.8.1.5
R12011	K05925	2.1.1.348
R13016	K00479,K21832	1.14.13.251
R04428	K00665,K00668,K01716,K02372,K11533,K16363,K22540,K22541	2.3.1.85,2.3.1.86,2.3.1.-,4.2.1.59,4.2.1.-
R12639		2.5.1.142
R11468	K21329	1.14.15.-
R10574		1.1.98.5
R09820	K02618	1.2.1.91
R07163	K09516	1.3.99.23
R04676	K00498	1.14.15.6
R01898	K09988	5.3.1.15
R00457	K03918	2.6.1.36
R08797		
R09119	K14036	4.2.3.28
R12134		1.17.9.1
R05372	K14421	3.8.1.-
R13020		1.14.14.183
R11324	K07438	1.14.15.18
R05989	K07966,K07967,K07968	2.4.1.38
R00328	K01510,K01511,K12304,K12305,K14641,K14642	3.6.1.5,3.6.1.6,3.6.1.42
R08546		4.2.3.66
R02328	K00973,K23144	2.7.7.24
R12253	K20618	1.14.14.161
R03459	K01498,K11752	3.5.4.26
R05068	K00053	1.1.1.86
R10228	K21568	1.23.1.4
R09333		
R05914	K03373,K03374,K03479,K06616	2.4.3.3,2.4.3.7
R05769		2.4.1.218
R09307	K05556	
R04325	K00601,K01492,K11175,K11787	2.1.2.2
R05282	K00055	1.1.1.90
R01493		3.5.1.23
R00619	K00949	2.7.6.2
R04690	K13395	1.14.19.64
R12606	K24280	2.6.1.-
R08881		
R07181		1.12.1.3,1.12.1.5
R06553		
R12917		2.1.1.137
R03390	K00672	2.3.1.101
R07354		1.5.1.34
R08803		2.1.1.-
R06351		1.14.14.144
R10647	K06168	2.8.4.3
R04979	K01195	1.-.-.-,3.2.1.31
R03509	K01817,K13498,K13501,K24017	5.3.1.24
R05852		
R09992	K05357	1.17.4.4
R11620	K00594	1.1.3.41
R12607		2.7.7.69
R05826		
R11789	K22307	3.2.1.204
R00108		1.6.2.5
R09317		1.2.7.4,2.3.1.169
R05055		2.3.2.-
R03785		2.7.3.4
R12095		3.2.1.170
R06120	K15096	4.2.3.20
R10268		4.2.1.136
R11300	K20597	
R06073		2.4.1.14
R04966	K00208,K00209,K02371,K11533	1.3.1.9,2.3.1.-
R10828	K10258	1.3.1.93
R08452		
R05799	K13024	2.7.4.24
R01057	K01835,K01839,K15778,K15779,K22199	5.4.2.2,5.4.2.7
R10418		1.3.1.103
R12385	K23522	2.4.1.365
R03216		3.1.6.11
R07406	K00097	1.1.1.262
R11341		1.1.1.402
R09259	K05551,K05552,K05553	
R12747		2.7.4.34
R09883	K16050	3.7.1.17
R04062		2.1.1.60
R00185	K00856	2.7.1.20
R01298	K00481	1.14.13.2,1.14.13.33
R09635	K12937	2.4.1.254
R11109	K03921	1.14.19.26
R10042	K16242,K16243,K16244,K16245,K16246,K16249	1.14.13.244
R00601	K15461	2.1.1.61
R00527	K01070	3.1.2.12
R10846	K18982	5.4.1.4
R10051	K20765	3.7.1.18
R10043	K16242,K16243,K16244,K16245,K16246,K16249	1.14.13.244
R07945	K07409,K17683	1.14.14.1,1.14.14.-
R10887	K19108	4.1.1.-
R11481		
R09550		1.1.98.2
R01583	K22210	4.2.1.48
R01980	K18677	2.7.1.44
R10641	K18313	2.8.3.20
R10853		1.1.3.47
R01901	K00880	2.7.1.53
R10049	K16305	2.2.1.11
R12241	K08591	2.3.1.275
