pathway_id	pathway_name	pathway_reactions	pathway_kos	pathway_compounds
map02040	Flagellar assembly		K02386,K02387,K02388,K02389,K02390,K02391,K02392,K02393,K02394,K02395,K02396,K02397,K02398,K02399,K02400,K02401,K02402,K02403,K02405,K02406,K02407,K02408,K02409,K02410,K02411,K02412,K02413,K02414,K02415,K02416,K02417,K02418,K02419,K02420,K02421,K02422,K02423,K02424,K02425,K02556,K02557,K03086,K03092,K03516,K09860,K10564,K10565,K10941,K10943,K13820,K21217,K21218,K24343,K24344,K24346	
map00630	Glyoxylate and dicarboxylate metabolism	R00009,R00009,R00013,R00013,R00021,R00021,R00235,R00235,R00238,R00238,R00253,R00253,R00262,R00262,R00273,R00273,R00339,R00339,R00342,R00342,R00351,R00351,R00372,R00372,R00465,R00465,R00466,R00466,R00468,R00468,R00470,R00470,R00472,R00472,R00473,R00473,R00474,R00474,R00475,R00475,R00476,R00476,R00477,R00477,R00479,R00479,R00518,R00518,R00519,R00519,R00521,R00521,R00522,R00522,R00524,R00524,R00525,R00525,R00526,R00526,R00588,R00588,R00653,R00653,R00717,R00717,R00833,R00833,R00934,R00934,R00944,R00944,R00945,R00945,R01180,R01180,R01221,R01221,R01256,R01256,R01325,R01325,R01333,R01333,R01334,R01334,R01388,R01388,R01390,R01390,R01392,R01392,R01393,R01393,R01394,R01394,R01514,R01514,R01558,R01558,R01559,R01559,R01745,R01745,R01747,R01747,R01749,R01749,R01750,R01750,R01781,R01781,R01859,R01859,R01900,R01900,R01908,R01908,R01959,R01959,R01977,R01977,R02509,R02509,R02544,R02544,R02545,R02545,R02546,R02546,R02547,R02547,R02765,R02765,R03027,R03027,R03040,R03040,R03127,R03127,R03128,R03128,R03140,R03140,R03146,R03146,R03696,R03696,R05076,R05076,R06180,R06180,R07290,R07290,R08572,R08572,R09291,R09291,R09292,R09292,R09293,R09293,R09979,R09979,R10612,R10612,R10904,R10904,R12696,R12696,R13090,R13090	K00015,K00018,K00023,K00024,K00025,K00026,K00042,K00048,K00049,K00090,K00104,K00122,K00123,K00124,K00126,K00127,K00281,K00282,K00283,K00284,K00382,K00600,K00605,K00626,K00830,K00865,K01091,K01432,K01433,K01455,K01458,K01569,K01577,K01601,K01602,K01608,K01616,K01625,K01636,K01637,K01638,K01647,K01659,K01681,K01682,K01816,K01846,K01847,K01848,K01849,K01895,K01913,K01915,K01964,K01965,K01966,K02437,K03418,K03779,K03780,K03781,K04835,K05606,K07130,K07246,K07248,K07749,K08691,K08692,K11263,K11472,K11473,K11517,K11529,K12972,K14067,K14263,K14272,K14446,K14447,K14448,K14449,K14451,K15036,K15037,K15893,K15918,K15919,K17865,K18121,K18123,K18472,K19268,K19269,K19280,K19281,K19282,K19312,K22133,K22223,K22515,K22568,K22982,K25305,K26209,K26210,K27094,K27095,K27797,K27802	C00007,C00011,C00014,C00022,C00024,C00025,C00026,C00027,C00033,C00036,C00037,C00042,C00048,C00058,C00064,C00065,C00091,C00100,C00111,C00136,C00149,C00158,C00160,C00168,C00197,C00209,C00258,C00266,C00311,C00313,C00332,C00417,C00552,C00631,C00683,C00798,C00877,C00888,C00898,C00975,C00988,C01127,C01146,C01182,C01213,C01380,C01732,C01989,C01990,C02123,C02405,C03217,C03459,C03548,C03561,C03618,C04348,C06027,C06028,C06049,C18026,C18324,C20238,C22337
map00522	Biosynthesis of 12-, 14- and 16-membered macrolides	R00918,R00918,R02858,R02858,R02859,R02859,R05270,R05270,R05519,R05519,R05520,R05520,R05521,R05521,R05522,R05522,R05530,R05530,R05531,R05531,R05532,R05532,R06448,R06448,R06449,R06449,R06450,R06450,R06451,R06451,R06452,R06452,R06453,R06453,R06454,R06454,R06455,R06455,R06456,R06456,R06457,R06457,R06458,R06458,R06459,R06459,R06460,R06460,R06461,R06461,R06462,R06462,R06463,R06463,R06464,R06464,R06465,R06465,R06467,R06467,R06468,R06468,R06470,R06470,R06472,R06472,R06473,R06473,R06474,R06474,R06475,R06475,R06476,R06476,R06477,R06477,R06478,R06478,R06479,R06479,R06480,R06480,R06481,R06481,R06482,R06482,R06483,R06483,R06484,R06484,R06485,R06485,R06486,R06486,R06487,R06487,R06488,R06488,R06489,R06489,R06490,R06490,R06491,R06491,R06492,R06492,R06493,R06493,R06494,R06494,R06495,R06495,R06496,R06496,R06497,R06497,R06498,R06498,R06499,R06499,R06503,R06503,R06504,R06504,R06505,R06505,R06506,R06506,R09822,R09822,R09823,R09823,R10626,R10626,R10627,R10627,R10628,R10628,R10656,R10656,R10874,R10874,R10875,R10875,R10876,R10876,R10877,R10877,R10878,R10878,R12660,R12660	K10817,K13320,K14366,K14367,K14368,K14369,K14370,K14371,K14372,K14373,K14374,K14375,K15988,K15989,K15990,K15991,K15992,K15993,K15994,K15995,K15996,K15997,K15998,K15999,K16000,K16001,K16002,K16003,K16004,K16005,K16006,K16007,K16008,K16009,K16010,K19698,K21539,K21540,K24292,K24390,K24528,K24529,K24530,K24531,K24555,K24556,K24557,K24558,K24559,K24560,K24561,K24562,K24563,K24564,K24565,K24566,K24567,K24568,K24569	C00083,C00100,C00630,C00683,C00744,C01033,C01457,C01912,C01946,C02400,C02557,C03240,C06616,C06630,C06633,C06634,C06635,C06653,C11911,C11912,C11916,C11920,C11921,C11933,C11953,C11954,C11955,C11956,C11957,C11958,C11959,C11960,C11961,C11962,C11963,C11964,C11965,C11966,C11967,C11968,C11969,C11970,C11971,C11972,C11973,C11974,C11975,C11976,C11977,C11978,C11979,C11980,C11981,C11982,C11983,C11984,C11985,C11986,C11987,C11988,C11989,C11990,C11991,C11992,C11993,C11994,C11995,C11996,C11997,C11998,C11999,C12000,C12001,C12002,C12003,C15680,C15681,C15682,C15683,C15684,C15685,C18846,C18847,C20739,C20740,C20741,C20760
map00440	Phosphonate and phosphinate metabolism	R00318,R00318,R00661,R00661,R00747,R00747,R02590,R02590,R02592,R02592,R04051,R04051,R04053,R04053,R04152,R04152,R04247,R04247,R04250,R04250,R04251,R04251,R04252,R04252,R04920,R04920,R04921,R04921,R04922,R04922,R04923,R04923,R04924,R04924,R04925,R04925,R05165,R05165,R08200,R08200,R08861,R08861,R08864,R08864,R08865,R08865,R08866,R08866,R08867,R08867,R08870,R08870,R08871,R08871,R08872,R08872,R08874,R08874,R08876,R08876,R08877,R08877,R08881,R08881,R08882,R08882,R08883,R08883,R08884,R08884,R08885,R08885,R08886,R08886,R08887,R08887,R08888,R08888,R08938,R08938,R09478,R09478,R10185,R10185,R10186,R10186,R10191,R10191,R10204,R10204,R10205,R10205,R10722,R10722,R10724,R10724,R10972,R10972,R10973,R10973,R11408,R11408,R11479,R11479,R11480,R11480,R11481,R11481,R11708,R11708,R12451,R12451,R12452,R12452,R13195,R13195,R13384,R13384,R13389,R13389,R13411,R13411,R13413,R13413,R13438,R13438	K00206,K00967,K00968,K00993,K00994,K01841,K03430,K03823,K05306,K05780,K05915,K06162,K06163,K06164,K06165,K06166,K06167,K09459,K09994,K12901,K12904,K12905,K12906,K12907,K12908,K12909,K12910,K12911,K12912,K12913,K12914,K12915,K13644,K18049,K19669,K19670,K20859,K20930,K21195,K21196,K21934,K23996,K23999,K25574,K26913,K27877,K28018	C00022,C00033,C00037,C00058,C00074,C00084,C00117,C01151,C01438,C02798,C03167,C03557,C04650,C05672,C05673,C05674,C05675,C05676,C05677,C05678,C05679,C05680,C05681,C05682,C05683,C06367,C06368,C06451,C06455,C06456,C06457,C06459,C17940,C17941,C17942,C17943,C17944,C17945,C17947,C17948,C17949,C17950,C17951,C17952,C17960,C17961,C17962,C20396,C20422,C20423,C20440,C20986,C21372,C21403,C21404,C21613,C22696
map04971	Gastric acid secretion		K00907,K01539,K01540,K01542,K01543,K02183,K02677,K04131,K04150,K04195,K04218,K04345,K04515,K04630,K04632,K04634,K04896,K04913,K04920,K04926,K04958,K04959,K04960,K04995,K04996,K05003,K05008,K05009,K05031,K05237,K05692,K05742,K05858,K08007,K08041,K08042,K08043,K08044,K08045,K08046,K08047,K08048,K08049,K13768,K13855,K13961,K13962,K18245,K19662,K19663	C00001,C00011,C00076,C00080,C00165,C00238,C00288,C00388,C00575,C00698,C01245,C01330,C01353,C01996
map04933	AGE-RAGE signaling pathway in diabetic complications		K00922,K01116,K01398,K02089,K02159,K02161,K02187,K02580,K02649,K02677,K02833,K03156,K03901,K03907,K03982,K04166,K04371,K04383,K04388,K04392,K04393,K04440,K04441,K04446,K04447,K04448,K04456,K04500,K04501,K04503,K04519,K04674,K04692,K04702,K04735,K05405,K05448,K05449,K05717,K05740,K05857,K05858,K05859,K05860,K06068,K06236,K06237,K06490,K06494,K06527,K06624,K07201,K07827,K07828,K08008,K09203,K09821,K10030,K11220,K11223,K11224,K13242,K13375,K13376,K13377,K14624,K16366,K16858,K18050,K18952,K19662,K19720,K19722,K21421,K21423,K23605	C00031,C00076,C00165,C00195,C01245,C21011,C21012,C21013,C21014
map04659	Th17 cell differentiation		K01116,K02580,K02581,K04079,K04348,K04371,K04379,K04386,K04388,K04440,K04441,K04446,K04447,K04448,K04467,K04500,K04501,K04519,K04674,K04687,K04692,K04723,K04734,K04735,K05055,K05060,K05063,K05065,K05068,K05069,K05070,K05071,K05075,K05132,K05133,K05405,K05426,K05429,K05430,K05434,K05445,K05489,K05494,K05856,K05872,K06268,K06450,K06451,K06452,K06453,K06454,K06752,K07203,K07209,K07210,K07360,K07362,K08268,K08367,K08524,K08525,K08526,K08527,K08532,K08534,K09093,K09445,K10163,K10166,K10784,K10785,K11217,K11218,K11219,K11220,K11223,K11224,K11225,K13375,K17332,K17333,K17895,K18052,K19598,K22629,K23605,K24476	C00076,C00165,C00777,C01245
map00480	Glutathione metabolism	R00115,R00115,R00120,R00120,R00251,R00251,R00267,R00267,R00274,R00274,R00494,R00494,R00497,R00497,R00644,R00644,R00670,R00670,R00894,R00894,R00899,R00899,R01108,R01108,R01109,R01109,R01110,R01110,R01111,R01111,R01262,R01262,R01528,R01528,R01875,R01875,R01917,R01917,R01918,R01918,R01920,R01920,R02034,R02034,R02736,R02736,R02742,R02742,R02743,R02743,R02824,R02824,R02869,R02869,R03167,R03167,R03522,R03522,R03749,R03749,R03821,R03821,R03822,R03822,R03915,R03915,R03916,R03916,R03984,R03984,R04039,R04039,R04950,R04950,R04951,R04951,R08350,R08350,R08351,R08351,R08352,R08352,R08353,R08353,R08354,R08354,R08355,R08355,R08356,R08356,R08357,R08357,R08358,R08358,R08359,R08359,R08360,R08360,R08361,R08361,R08362,R08362,R08363,R08363,R08364,R08364,R11861,R11861,R12578,R12578	K00031,K00032,K00033,K00036,K00310,K00383,K00432,K00434,K00681,K00682,K00797,K00799,K00802,K01255,K01256,K01270,K01460,K01469,K01581,K01833,K01917,K01919,K01920,K03423,K04097,K04283,K05360,K05361,K06048,K07160,K07232,K07751,K10807,K10808,K11140,K11142,K11185,K11186,K11188,K11204,K11205,K11207,K13299,K15428,K18592,K20838,K21456,K21888,K22596,K23123,K23124,K23790,K24034,K24136,K24137,K24138,K25210	C00005,C00006,C00024,C00025,C00037,C00051,C00072,C00077,C00097,C00127,C00134,C00151,C00315,C00669,C00750,C01322,C01419,C01672,C01879,C02090,C02320,C03170,C03646,C03740,C05422,C05726,C05727,C05729,C05730,C16562,C16563,C16564,C16565,C16566,C16567,C16568,C16663,C16664
map05111	Biofilm formation - Vibrio cholerae		K00640,K01791,K01912,K02405,K02452,K02453,K02454,K02455,K02456,K02457,K02458,K02459,K02460,K02461,K02462,K02463,K02472,K02777,K02779,K03087,K03092,K03557,K03563,K03606,K03666,K05851,K07173,K07181,K07678,K07689,K08604,K08720,K10909,K10910,K10911,K10912,K10913,K10914,K10915,K10916,K10917,K10918,K10919,K10920,K10921,K10922,K10923,K10924,K10925,K10926,K10927,K10928,K10929,K10930,K10931,K10932,K10933,K10934,K10935,K10936,K10937,K10938,K10939,K10940,K10941,K10942,K10943,K10961,K10962,K10963,K10964,K10965,K12276,K13246,K15851,K16554,K18515,K20918,K20919,K20920,K20921,K20922,K20945,K20946,K20947,K20948,K20949,K20950,K20951,K20952,K20953,K20954,K20955,K20956,K20957,K20958,K20959,K20960,K20961,K20962,K20963,K20964,K20965,K20966,K20988,K25886	C00031,C00044,C00092,C00575,C16421,C16463,C16640,C18076
map04710	Circadian rhythm		K02223,K02295,K02296,K02633,K03094,K03347,K03362,K03728,K03729,K03730,K03868,K05870,K07198,K07199,K07200,K08531,K08532,K08533,K08534,K08959,K08960,K09026,K09056,K09059,K10269,K10287,K21944,K21945	C00076,C00575
map01064	Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid			C00022,C00024,C00025,C00026,C00036,C00042,C00047,C00049,C00062,C00077,C00079,C00085,C00091,C00118,C00122,C00134,C00149,C00158,C00197,C00253,C00267,C00311,C00407,C00408,C00417,C00450,C00512,C00668,C00729,C00745,C00783,C01416,C01456,C01672,C01851,C02046,C02611,C03722,C03882,C04076,C05607,C06176,C06177,C06178,C06179,C06180,C06181,C06182,C06183,C06184,C06185,C06366,C06521,C07475,C10126,C10157,C10171,C10173,C10763,C10772,C10773,C10783,C10860,C10865,C11359,C12448,C16697
map04613	Neutrophil extracellular trap formation		K00922,K01116,K01319,K01327,K01370,K02580,K02649,K02677,K03900,K03903,K03904,K03905,K03990,K03994,K04010,K04011,K04172,K04173,K04366,K04368,K04369,K04371,K04392,K04394,K04427,K04441,K04456,K04735,K05012,K05404,K05692,K05704,K05718,K05855,K05858,K05859,K05862,K05863,K06005,K06067,K06261,K06461,K06463,K06464,K06472,K06476,K06493,K06496,K06498,K06544,K06740,K06856,K07203,K07860,K08009,K08010,K08011,K08012,K08337,K09565,K09877,K10074,K10159,K10160,K10170,K10789,K10802,K11251,K11252,K11253,K11254,K11303,K11404,K11405,K11406,K11407,K11408,K11409,K11418,K13916,K15040,K15041,K18671,K19662,K19663,K19722,K20917,K21421,K24665,K24669	C00027,C00039,C00076,C00165,C00338,C00464,C00518,C00551,C00704,C01245,C05151,C05981,C11221
map04918	Thyroid hormone synthesis		K00383,K00431,K00432,K01538,K01539,K01540,K02677,K04249,K04345,K04374,K04450,K04632,K04634,K04958,K04959,K04960,K05251,K05858,K05870,K06233,K08041,K08042,K08043,K08044,K08045,K08046,K08047,K08048,K08049,K08054,K08522,K09047,K09048,K09049,K09293,K09487,K09490,K09582,K10063,K10064,K10809,K13411,K14385,K14702,K15173,K15225,K16141,K17231,K17232,K19662,K19663,K20731,K20734	C00001,C00005,C00006,C00007,C00027,C00051,C00076,C00092,C00117,C00127,C00165,C00231,C00238,C00575,C00708,C01060,C01245,C01330,C01829,C02465,C02515
map07055	Sulfonamide derivatives - overview			C07573
map07011	Penicillins			C02954,C06662
map04210	Apoptosis		K00922,K01173,K01275,K01353,K01363,K01365,K01366,K01367,K01368,K01371,K01373,K01374,K01375,K01379,K02084,K02158,K02159,K02161,K02162,K02186,K02187,K02308,K02310,K02311,K02373,K02374,K02512,K02539,K02580,K02582,K02649,K02833,K02861,K03156,K03158,K03171,K03172,K03173,K03176,K03237,K03853,K04366,K04368,K04369,K04371,K04374,K04379,K04389,K04390,K04396,K04397,K04398,K04399,K04400,K04402,K04426,K04440,K04448,K04451,K04452,K04456,K04466,K04467,K04570,K04721,K04722,K04724,K04725,K04726,K04727,K04728,K04734,K04735,K04736,K04737,K04738,K04741,K04958,K04959,K04960,K05692,K06114,K06276,K07209,K07210,K07374,K07611,K07818,K07827,K07828,K08568,K08569,K08669,K08731,K08738,K08852,K08860,K10130,K10131,K10132,K10522,K10798,K12641,K13773,K14021,K16060,K16341,K16943,K19901,K24070,K28005	C00027,C00076,C00319,C05981
map04211	Longevity regulating pathway		K00922,K02159,K02580,K02649,K02833,K03259,K03781,K04345,K04374,K04450,K04451,K04456,K04526,K04527,K04564,K04688,K04735,K05087,K05459,K05869,K05870,K07187,K07198,K07199,K07200,K07201,K07202,K07203,K07204,K07205,K07206,K07207,K07208,K07296,K07297,K07298,K07359,K07827,K07828,K08041,K08042,K08043,K08044,K08045,K08046,K08047,K08048,K08049,K08331,K08339,K08530,K08733,K09047,K09048,K09049,K09408,K10141,K11411,K11420,K14756,K16172,K16184,K17445,K17446,K17589,K19730,K20394,K21357	C00003,C00020,C00076,C00575,C03582,C05981,C07151,C07909
map00601	Glycosphingolipid biosynthesis - lacto and neolacto series	R05971,R05971,R05974,R05974,R05975,R05975,R05977,R05977,R05978,R05978,R06006,R06006,R06021,R06021,R06024,R06024,R06025,R06025,R06026,R06026,R06027,R06027,R06029,R06029,R06031,R06031,R06032,R06032,R06033,R06033,R06035,R06035,R06037,R06037,R06038,R06038,R06039,R06039,R06041,R06041,R06075,R06075,R06076,R06076,R06085,R06085,R06086,R06086,R06089,R06089,R06090,R06090,R06095,R06095,R06097,R06097,R06153,R06153,R06155,R06155,R06156,R06156,R06162,R06162,R06163,R06163,R06164,R06164,R06165,R06165,R06167,R06167,R06168,R06168,R06169,R06169,R06170,R06170,R06187,R06187,R06189,R06189,R06190,R06190,R06191,R06191,R06192,R06192,R06193,R06193,R06197,R06197,R06198,R06198,R06215,R06215,R06216,R06216,R06221,R06221,R06222,R06222,R06224,R06224,R06227,R06227,R06230,R06230,R06232,R06232,R11375,R11375,R11378,R11378,R13169,R13169,R13173,R13173,R13174,R13174	K00709,K00716,K00718,K00719,K00741,K00742,K00743,K00781,K01988,K03371,K03494,K03663,K03766,K03792,K03877,K07632,K07633,K07634,K07635,K07819,K07820,K07966,K07967,K07968,K07969,K07970,K07971,K09655	
map00592	alpha-Linolenic acid metabolism	R03401,R03401,R03402,R03402,R05759,R05759,R07859,R07859,R07860,R07860,R07861,R07861,R07863,R07863,R07864,R07864,R07865,R07865,R07866,R07866,R07867,R07867,R07868,R07868,R07869,R07869,R07870,R07870,R07872,R07872,R07887,R07887,R07888,R07888,R07889,R07889,R07890,R07890,R07891,R07891,R07892,R07892,R07893,R07893,R07894,R07894,R07895,R07895,R07896,R07896,R07897,R07897,R07898,R07898,R07899,R07899,R07902,R07902,R09631,R09631,R10783,R10783,R12140,R12140,R12141,R12141,R12775,R12775	K00224,K00232,K00454,K00632,K01047,K01058,K01723,K05894,K06900,K07513,K08241,K10226,K10525,K10526,K10527,K10528,K10529,K14621,K14674,K16342,K16343,K16817,K16818,K18857,K18858,K22389	C00157,C01226,C04672,C04780,C04785,C06427,C08491,C08492,C11512,C16300,C16308,C16309,C16310,C16311,C16316,C16317,C16318,C16319,C16320,C16321,C16322,C16323,C16324,C16325,C16326,C16327,C16328,C16330,C16331,C16332,C16334,C16335,C16336,C16338,C16339,C16341,C16342,C16343,C16344,C16345,C16346,C19757,C21923,C21924
map00624	Polycyclic aromatic hydrocarbon degradation	R00818,R00818,R01628,R01628,R01631,R01631,R01632,R01632,R01633,R01633,R01634,R01634,R01635,R01635,R03630,R03630,R03692,R03692,R04151,R04151,R05148,R05148,R05275,R05275,R05349,R05349,R05350,R05350,R05375,R05375,R05410,R05410,R05412,R05412,R05422,R05422,R05423,R05423,R05430,R05430,R05431,R05431,R05432,R05432,R05433,R05433,R05435,R05435,R05436,R05436,R05437,R05437,R05438,R05438,R05537,R05537,R05538,R05538,R05540,R05540,R05541,R05541,R05542,R05542,R05543,R05543,R05544,R05544,R05545,R05545,R05632,R05632,R05642,R05642,R05643,R05643,R05648,R05648,R05649,R05649,R05650,R05650,R05653,R05653,R05654,R05654,R05655,R05655,R05656,R05656,R05657,R05657,R05658,R05658,R05843,R05843,R07657,R07657,R07687,R07687,R07688,R07688,R07689,R07689,R07690,R07690,R07691,R07691,R07692,R07692,R07693,R07693,R07694,R07694,R07695,R07695,R07696,R07696,R07701,R07701,R07702,R07702,R07703,R07703,R07704,R07704,R07705,R07705,R07707,R07707,R07708,R07708,R07713,R07713,R07799,R07799,R07800,R07800,R07801,R07801,R07802,R07802,R07803,R07803,R07804,R07804,R09159,R09159,R09160,R09160,R09161,R09161,R09162,R09162,R09163,R09163,R09164,R09164,R09165,R09165,R09166,R09166,R09167,R09167,R09168,R09168,R09169,R09169,R09170,R09170,R09171,R09171,R09172,R09172,R09173,R09173,R09174,R09174,R09175,R09175,R09176,R09176,R09177,R09177,R09178,R09178,R09179,R09179,R09180,R09180,R09181,R09181,R09182,R09182,R09183,R09183,R09184,R09184,R09185,R09185,R09202,R09202,R09203,R09203,R09204,R09204,R09205,R09205,R09206,R09206,R09207,R09207,R09208,R09208,R09209,R09209,R09210,R09210,R09211,R09211,R09212,R09212,R09216,R09216,R09218,R09218,R09219,R09219,R09227,R09227,R09228,R09228,R09239,R09239,R11540,R11540,R11541,R11541	K00448,K00449,K00480,K04100,K04101,K04102,K11943,K11944,K11945,K11946,K11947,K11948,K11949,K14578,K14579,K14580,K14581,K14582,K14599,K14600,K14601,K14602,K14603,K14604,K16269,K18067,K18068,K18069,K18074,K18075,K18076,K18077,K18251,K18252,K18253,K18254,K18255,K18256,K18257,K18275,K19065,K21104,K21105	C00090,C00230,C00587,C00805,C01163,C01198,C01504,C01606,C02274,C03012,C03057,C03164,C03203,C03223,C03233,C04468,C04484,C04783,C06318,C06337,C06680,C06711,C06712,C07535,C07715,C07717,C07718,C07719,C07720,C07721,C07722,C07723,C07724,C07725,C07726,C07727,C07728,C11422,C11425,C11426,C11427,C11428,C11429,C11430,C11431,C11432,C11433,C14315,C14335,C14519,C16149,C16203,C16204,C16205,C16206,C16207,C16208,C16209,C16210,C16211,C16212,C16213,C16214,C16215,C16262,C16263,C16264,C18249,C18250,C18251,C18252,C18253,C18254,C18255,C18256,C18257,C18258,C18259,C18260,C18261,C18262,C18263,C18264,C18265,C18266,C18267,C18269,C18270,C18271,C18272,C18273,C18274,C18275,C18276,C18277,C18278,C18279,C18280,C18281,C18282,C18283,C18284,C18285,C18286,C18314,C21450,C21451
map04723	Retrograde endocannabinoid signaling		K01054,K02677,K03878,K03879,K03880,K03881,K03882,K03883,K03884,K03934,K03935,K03936,K03937,K03938,K03939,K03940,K03941,K03942,K03943,K03944,K03945,K03946,K03947,K03948,K03949,K03950,K03951,K03952,K03953,K03954,K03955,K03956,K03957,K03958,K03959,K03960,K03961,K03962,K03963,K03964,K03965,K03966,K03967,K03968,K04277,K04344,K04345,K04347,K04371,K04440,K04441,K04534,K04536,K04537,K04538,K04539,K04540,K04541,K04542,K04543,K04544,K04545,K04546,K04547,K04548,K04549,K04603,K04604,K04630,K04634,K04849,K04850,K04851,K04853,K04857,K04958,K04959,K04960,K04997,K04999,K05000,K05002,K05175,K05181,K05184,K05185,K05186,K05189,K05190,K05192,K05197,K05198,K05199,K05200,K05858,K07825,K07826,K08041,K08042,K08043,K08044,K08045,K08046,K08047,K08048,K08049,K11351,K11352,K11353,K11987,K12302,K13700,K13806,K13985,K15015,K15291,K15528,K19662,K19663	C00025,C00076,C00116,C00157,C00165,C00189,C00219,C00238,C00334,C00350,C00427,C00575,C00689,C01245,C01330,C11695,C13856,C19912,C19913
map04742	Taste transduction		K01509,K04131,K04153,K04270,K04271,K04344,K04345,K04547,K04603,K04607,K04615,K04624,K04625,K04626,K04819,K04824,K04825,K04827,K04828,K04834,K04836,K04841,K04850,K04916,K04957,K04960,K04980,K04989,K04990,K05175,K05216,K05217,K05858,K07825,K08044,K08046,K08048,K08474,K13755,K19729,K19738	C00002,C00008,C00020,C00025,C00031,C00076,C00080,C00089,C00095,C00130,C00133,C00144,C00149,C00158,C00208,C00238,C00334,C00547,C00575,C00740,C00780,C01245,C01327,C01330,C01451,C01996,C02265,C06526,C11045,C12283,C12284,C19378
map00830	Retinol metabolism	R00032,R00032,R02123,R02123,R02124,R02124,R02125,R02125,R02127,R02127,R02128,R02128,R02366,R02366,R02367,R02367,R02368,R02368,R02902,R02902,R02904,R02904,R02905,R02905,R03048,R03048,R03049,R03049,R03836,R03836,R05041,R05041,R06194,R06194,R07163,R07163,R08379,R08379,R08380,R08380,R08381,R08381,R08382,R08382,R08383,R08383,R08384,R08384,R08385,R08385,R08387,R08387,R08388,R08388,R08389,R08389,R08390,R08390,R08391,R08391,R08392,R08392,R11952,R11952	K00001,K00061,K00121,K00157,K00515,K00678,K00699,K07249,K07408,K07409,K07411,K07412,K07413,K07420,K07423,K07424,K07425,K07437,K09516,K11146,K11147,K11148,K11149,K11150,K11151,K11152,K11153,K11154,K11155,K11156,K11157,K11158,K11161,K12664,K12665,K13369,K13951,K13952,K13953,K13980,K15734,K17683,K17689,K17690,K17691,K17709,K17718,K17719,K17720,K17951	C00376,C00473,C00777,C00778,C00899,C02075,C02094,C02110,C02588,C03455,C05914,C05915,C05916,C05917,C11061,C15492,C15493,C16677,C16678,C16679,C16680,C16681,C16682,C16683,C21797
map04138	Autophagy - yeast		K00654,K00914,K00915,K01336,K01381,K03237,K04345,K04382,K04464,K05754,K05755,K05756,K05757,K05758,K06027,K06655,K06902,K07203,K07204,K07756,K07827,K07897,K08266,K08269,K08329,K08330,K08331,K08333,K08334,K08335,K08336,K08337,K08338,K08339,K08340,K08341,K08342,K08343,K08493,K08502,K08516,K09243,K09464,K09468,K12479,K12761,K12767,K14209,K15296,K16196,K16314,K17260,K17606,K17607,K17888,K17890,K17900,K17906,K17907,K17908,K17909,K18083,K18584,K19800,K20177,K20178,K20179,K20180,K20181,K20182,K20183,K20184,K20195,K21141,K21143,K21144,K21145,K21155,K21156,K21157,K21158,K21197	C00350,C01194,C04549
map02025	Biofilm formation - Pseudomonas aeruginosa		K01657,K01658,K01768,K02398,K02405,K02657,K02658,K02659,K02660,K03563,K03651,K06596,K06598,K07678,K07689,K10914,K10941,K11444,K11890,K11891,K11893,K11895,K11900,K11901,K11902,K11903,K11907,K11912,K11913,K11915,K12990,K13060,K13061,K13487,K13488,K13489,K13490,K13491,K16011,K17940,K18000,K18001,K18002,K18003,K18099,K18100,K18101,K18304,K19291,K19735,K20257,K20258,K20259,K20968,K20969,K20970,K20971,K20972,K20973,K20974,K20975,K20976,K20977,K20978,K20987,K20997,K20998,K20999,K21000,K21001,K21002,K21003,K21004,K21005,K21006,K21007,K21008,K21009,K21010,K21011,K21012,K21019,K21020,K21021,K21022,K21023,K21024,K21025,K23127,K25205	C00044,C00575,C11837,C11848,C16463,C18076,C20643,C21201
